image_name,image_path,mask_path,height,width,total_pixels,positive_pixels,positive_ratio
1232,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1232.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1232.png,2935,3001,8807935,1882561,0.21373466084842815
1568,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1568.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1568.png,4892,4020,19665840,5371991,0.2731635668753534
1583,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1583.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1583.png,4020,4892,19665840,6992440,0.35556274229832036
1597,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1597.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1597.png,4892,4020,19665840,3371366,0.17143259581080697
1352,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1352.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1352.png,2951,3000,8853000,1769834,0.19991347565796905
1434,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1434.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1434.png,2992,2991,8949072,2011943,0.2248214116502806
1420,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1420.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1420.png,2941,3000,8823000,1973941,0.22372673693754958
1346,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1346.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1346.png,2944,2485,7315840,2634064,0.3600494269967632
1408,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1408.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1408.png,2771,2612,7237852,2327537,0.3215784185694872
1391,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1391.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1391.png,2941,2739,8055399,1654762,0.20542272331885733
1385,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1385.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1385.png,2931,3000,8793000,2288755,0.26029284658250884
1636,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1636.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1636.png,4020,4892,19665840,4592999,0.2335521391407639
1150,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1150.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1150.png,2672,2546,6802912,1949122,0.28651289330216234
1144,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1144.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1144.png,2931,2996,8781276,1400029,0.15943343541416988
1622,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1622.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1622.png,4892,4020,19665840,5450522,0.27715683642295474
1178,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1178.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1178.png,2559,2599,6650841,1596144,0.2399913033554704
1193,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1193.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1193.png,2945,3000,8835000,2145465,0.2428370118845501
1187,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1187.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1187.png,2949,3000,8847000,1880266,0.2125314795976037
1191,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1191.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1191.png,2990,2997,8961030,1918574,0.2141019503338344
1185,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1185.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1185.png,2947,3000,8841000,1747031,0.1976055876032123
1608,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1608.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1608.png,4020,4892,19665840,7608926,0.38691080574234304
1152,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1152.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1152.png,2943,2997,8820171,1669989,0.18933748563378194
1634,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1634.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1634.png,4892,4020,19665840,4556306,0.23168631495018774
1620,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1620.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1620.png,4020,4892,19665840,6987714,0.3553224271121905
1146,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1146.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1146.png,2566,2566,6584356,2652924,0.4029132082165667
1393,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1393.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1393.png,2533,2610,6611130,1438725,0.21762164713142837
1387,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1387.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1387.png,2488,2383,5928904,1967531,0.3318540829805981
1378,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1378.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1378.png,2967,3000,8901000,2209465,0.24822660375238736
1436,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1436.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1436.png,2629,2163,5686527,1825852,0.3210838531145636
1350,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1350.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1350.png,2931,3000,8793000,2499448,0.284254293187763
1344,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1344.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1344.png,2956,3001,8870956,1944644,0.21921470470600915
1422,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1422.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1422.png,2939,3000,8817000,2072203,0.23502359079051832
1581,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1581.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1581.png,4892,4020,19665840,3479310,0.17692150449713817
1595,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1595.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1595.png,4892,4020,19665840,5154292,0.2620936608860847
1218,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1218.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1218.png,2917,2573,7505441,2419541,0.32237159681889443
1542,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1542.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1542.png,2493,2525,6294825,1604241,0.2548507702755835
1224,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1224.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1224.png,2929,3001,8789929,1624626,0.1848281140837429
1230,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1230.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1230.png,2953,2868,8469204,2142524,0.25297820196561566
1556,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1556.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1556.png,2953,3000,8859000,2692752,0.30395665424991536
1026,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1026.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1026.png,2990,2493,7454070,1807297,0.24245774456102506
1032,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1032.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1032.png,2919,3000,8757000,1740839,0.19879399337672718
1033,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1033.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1033.png,2946,2994,8820324,2312011,0.2621231374266977
1027,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1027.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1027.png,2958,2991,8847378,1978374,0.22361133434108954
1231,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1231.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1231.png,2935,2991,8778585,2136365,0.24336097446228522
1557,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1557.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1557.png,2928,2464,7214592,1953079,0.2707123285696544
1543,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1543.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1543.png,2985,3000,8955000,2401728,0.2681996649916248
1225,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1225.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1225.png,2989,2993,8946077,1574432,0.1759913311723116
1219,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1219.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1219.png,2939,3000,8817000,1673196,0.18976930928887376
1594,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1594.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1594.png,4020,4892,19665840,7820286,0.39765837614869237
1580,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1580.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1580.png,4020,4892,19665840,2878807,0.1463861701305411
1345,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1345.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1345.png,2554,2238,5715852,1658260,0.2901159792100985
1423,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1423.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1423.png,2953,2897,8554841,2560501,0.2993043354049479
1437,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1437.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1437.png,2963,2987,8850481,2386061,0.2695967597693278
1351,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1351.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1351.png,2919,3000,8757000,2149767,0.2454912641315519
1379,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1379.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1379.png,2986,2995,8943070,2237671,0.250212846371548
1386,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1386.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1386.png,2953,3000,8859000,2121731,0.23950005643977876
1392,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1392.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1392.png,2987,2997,8952039,2771727,0.3096196296731951
1621,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1621.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1621.png,4020,4892,19665840,5289599,0.2689739670413265
1147,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1147.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1147.png,2733,2423,6622059,2139671,0.3231126451757678
1153,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1153.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1153.png,2418,2330,5633940,1706651,0.3029231763206566
1635,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1635.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1635.png,4892,4020,19665840,4685909,0.23827657501535657
1609,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1609.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1609.png,4892,4020,19665840,6064711,0.3083880983471848
1184,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1184.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1184.png,2303,2383,5488049,1763181,0.32127646819479927
1190,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1190.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1190.png,2959,2521,7459639,1568354,0.21024529471198272
1194,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1194.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1194.png,2943,3000,8829000,1850839,0.20963178162872353
1180,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1180.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1180.png,2939,2989,8784671,2195402,0.2499128311122864
1631,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1631.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1631.png,4892,4020,19665840,4505607,0.22910829133156785
1157,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1157.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1157.png,2248,2300,5170400,1505771,0.2912291118675538
1143,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1143.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1143.png,2925,3000,8775000,2061453,0.2349234188034188
1625,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1625.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1625.png,4892,4020,19665840,4973386,0.25289466404689553
1619,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1619.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1619.png,4892,4020,19665840,4834830,0.24584914755738885
1396,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1396.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1396.png,2804,2415,6771660,1808344,0.2670458942120544
1382,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1382.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1382.png,2806,2437,6838222,2034939,0.29758305594641415
1355,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1355.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1355.png,2988,2759,8243892,1693728,0.2054524731765045
1433,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1433.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1433.png,2582,2316,5979912,2073165,0.3466882121342254
1427,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1427.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1427.png,2955,2611,7715505,2179560,0.28249090629842116
1341,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1341.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1341.png,2768,2271,6286128,1769078,0.2814257043445504
1369,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1369.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1369.png,2304,2464,5677056,1636574,0.28827864301497114
1584,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1584.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1584.png,4892,4020,19665840,3602853,0.18320361601640203
1590,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1590.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1590.png,4892,4020,19665840,4710849,0.23954476391550017
1221,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1221.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1221.png,2854,2536,7237744,2585780,0.3572632577222958
1547,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1547.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1547.png,2417,2479,5991743,1858459,0.3101700122985916
1553,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1553.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1553.png,2937,3000,8811000,2162285,0.24540744523890592
1235,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1235.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1235.png,2205,1936,4268880,721463,0.16900521916755684
1209,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1209.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1209.png,2953,2324,6862772,1346473,0.1961995823262087
1023,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1023.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1023.png,3000,2844,8532000,2419425,0.2835706751054852
1037,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1037.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1037.png,2952,2399,7081848,2389117,0.33735784783858674
1036,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1036.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1036.png,2959,2792,8261528,2397944,0.2902542967838395
1022,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1022.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1022.png,2993,2991,8952063,2046584,0.22861590674685825
1208,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1208.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1208.png,2843,2370,6737910,1375225,0.20410260748511036
1552,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1552.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1552.png,2406,2372,5707032,1944581,0.34073420299728474
1234,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1234.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1234.png,2581,2281,5887261,1674162,0.2843702699778386
1220,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1220.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1220.png,2530,2504,6335120,2151162,0.3395613658462665
1546,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1546.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1546.png,2609,2419,6311171,1060087,0.16796993775006255
1591,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1591.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1591.png,4892,4020,19665840,4335282,0.22044733405743155
1585,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1585.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1585.png,4892,4020,19665840,6584416,0.33481488713423885
1368,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1368.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1368.png,2959,3000,8877000,1486218,0.16742345386955051
1426,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1426.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1426.png,2993,3000,8979000,2107344,0.23469695957233544
1340,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1340.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1340.png,2949,3000,8847000,2600489,0.2939402057194529
1354,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1354.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1354.png,2962,2410,7138420,2249955,0.315189495714738
1432,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1432.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1432.png,2992,2992,8952064,1424082,0.15907862142183077
1383,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1383.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1383.png,2521,2107,5311747,1591211,0.2995645312173189
1397,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1397.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1397.png,2993,2991,8952063,2077776,0.2321002432623631
1618,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1618.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1618.png,4020,4892,19665840,3931104,0.19989504643585018
1142,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1142.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1142.png,2941,3000,8823000,2826283,0.320331293210926
1624,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1624.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1624.png,4020,4892,19665840,3931359,0.1999080130825838
1630,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1630.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1630.png,4020,4892,19665840,3277185,0.16664353010092628
1156,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1156.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1156.png,2889,2365,6832485,1729450,0.25312166803147024
1181,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1181.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1181.png,2951,3000,8853000,1826047,0.20626307466395571
1195,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1195.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1195.png,2954,2678,7910812,2666918,0.3371231676343718
1183,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1183.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1183.png,2677,2389,6395353,2088743,0.326603238320074
1197,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1197.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1197.png,2967,3000,8901000,2330075,0.261776766655432
1626,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1626.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1626.png,4892,4020,19665840,5423571,0.2757863889871981
